"","sector","sector_id","year","LP","K","NET","LH","KperLH","NETperLH","dLP","dK","dNET","dKperLH","dNETperLH"
"情報・通信機器-2000","情報・通信機器",14,"2000",2042.439719,194.4,738.8451189,74371.84,2613.89257009105,9934.47410874869,0.156852599507657,-0.0183491386681967,0.0457602095149552,-0.0141122993083247,0.0499970488748289
"情報・通信機器-2001","情報・通信機器",14,"2001",1971.713623,188.4,780.7280135,71044.8,2651.84784811837,10989.2351516226,-0.0352420099426691,-0.0313505298840759,0.0551385180436732,0.0144161817152479,0.100905229642995
"情報・通信機器-2002","情報・通信機器",14,"2002",2184.832509,191.6,831.7581194,67565.82,2835.75334392449,12310.3385617166,0.102636146657175,0.0168425033944972,0.0633148416546208,0.0670509334858052,0.11352327174593
"情報・通信機器-2003","情報・通信機器",14,"2003",2909.705607,197.3,876.5757147,65013.45,3034.75665420002,13482.9902843181,0.28651273939689,0.0293155474918096,0.0524814069526514,0.067823609802466,0.090989469263306
"情報・通信機器-2004","情報・通信機器",14,"2004",3599.615525,193.2,908.9813104,61028.74,3165.72159281021,14894.315537237,0.212775131061179,-0.0209994912501523,0.036301449718982,0.042249779557638,0.0995507205267732
"情報・通信機器-2005","情報・通信機器",14,"2005",4385.690477,182.4,942.1373307,56096.07,3251.56468180391,16795.0683657518,0.197520035678458,-0.0575238441381858,0.0358265169062593,0.026755300022101,0.120105661066546
"情報・通信機器-2006","情報・通信機器",14,"2006",4927.287953,167.2,965.9657182,57380.45,2913.88443276412,16834.4047179832,0.116441648908673,-0.0870113769896301,0.0249772949206877,-0.109649273367058,0.00233939854325982
"情報・通信機器-2007","情報・通信機器",14,"2007",5940.42721,154.7,981.8301808,58628.78,2638.63583721169,16746.5565682929,0.186992325929085,-0.0777029430715812,0.0162900162474555,-0.0992249923950892,-0.00523203307605158
"情報・通信機器-2008","情報・通信機器",14,"2008",6836.95674,147.2,998.5768738,53693.48,2741.48742081906,18597.7305587196,0.140561659911297,-0.0496955512842439,0.0169127777518252,0.038238572142177,0.104846901178247
"情報・通信機器-2009","情報・通信機器",14,"2009",6913.155562,140.8,981.8087602,49303.1,2855.80419892461,19913.7328119327,0.0110834879556272,-0.0444517625708336,-0.0169345950009676,0.0408528569062332,0.0683700244760974
"情報・通信機器-2010","情報・通信機器",14,"2010",8585.295001,139,981.8791947,48991.91,2837.20312190319,20041.6598311844,0.216624656604587,-0.0128665105932511,7.17369578540072e-05,-0.00653473363591583,0.00640351391519012
"情報・通信機器-2011","情報・通信機器",14,"2011",8827.689723,126.4,977.3226564,45676.73,2767.27340157669,21396.5110111867,0.0278424847226244,-0.0950224514179343,-0.00465143141101709,-0.0249562468256928,0.0654147731812245
"情報・通信機器-2012","情報・通信機器",14,"2012",9041.745198,120.7,997.0265904,41013.1,2942.96212673512,24309.9543901827,0.0239588677899558,-0.0461433536092715,0.0199605902952804,0.0615540963711769,0.12765804027573
"情報・通信機器-2013","情報・通信機器",14,"2013",10109.85684,116.8,1025.671752,36068.76,3238.25936904956,28436.5681548243,0.111658664046852,-0.0328450577093591,0.0283256047002665,0.0956193534315073,0.156790015841132
"情報・通信機器-2014","情報・通信機器",14,"2014",10988.62331,123.7,1032.488816,33731.25,3667.22253103576,30609.2663627941,0.0833496203582413,0.0573962090043159,0.00662444809757368,0.124398618344912,0.0736268574381693
"情報・通信機器-2015","情報・通信機器",14,"2015",11275.98315,129.2,1044.092977,32592.28,3964.12892869109,32034.9781297902,0.0258145858735457,0.0435023119500588,0.011176330090974,0.0778515688220356,0.0455255869629507
"情報・通信機器-2016","情報・通信機器",14,"2016",10629.94818,131.8,1043.233264,29979.45,4396.34482954157,34798.2789544171,-0.0589997614669553,0.0199240307199053,-0.000823745739144677,0.103487334290284,0.0827395578312338
"情報・通信機器-2017","情報・通信機器",14,"2017",10679.9911,125.9,1037.920689,28631.11,4397.31466925313,36251.5001688722,0.00469668273880153,-0.0457976810181053,-0.00510542387491153,0.000220577045455528,0.0409128341886493
"情報・通信機器-2018","情報・通信機器",14,"2018",11644.6343,114.9,1024.878267,27305.28,4207.97735822522,37534.0691250923,0.0864734986087523,-0.0914257561955916,-0.0126455326751014,-0.0440119574003681,0.0347682661201212
"情報・通信機器-2019","情報・通信機器",14,"2019",11577.43176,107.5,1026.9428,26183.7,4105.60768722526,39220.6907350756,-0.00578783364304059,-0.0665713372869927,0.00201239155785604,-0.0246283269580072,0.0439554018868424
"情報通信業-1994","情報通信業",22,"1994",4283.862292,2909.7,590.0714229,249622.87,11656.3838882231,2363.85160902925,NA,NA,NA,NA,NA
"情報通信業-1995","情報通信業",22,"1995",4888.38123,3021.5,600.6443154,241413.25,12515.883034589,2488.03375705352,0.132006204527892,0.0377034137340067,0.017759352706201,0.0711444773248076,0.051200416297001
"情報通信業-1996","情報通信業",22,"1996",5745.772482,3162.7,619.6706305,243730.5,12976.2175845863,2542.44187945292,0.16160315200818,0.0456726963412475,0.0311851577095217,0.036119784973037,0.0216322463413112
"情報通信業-1997","情報通信業",22,"1997",6288.654264,3352.4,642.3846461,253529.6,13222.9136163982,2533.76586441978,0.0902827354520763,0.0582504140818898,0.0359991657547827,0.0188329392589779,-0.00341830906812923
"情報通信業-1998","情報通信業",22,"1998",6918.245026,3592.2,670.0660752,259619.31,13836.4130156574,2580.95622856405,0.0954150291734095,0.0690883209346111,0.0421890657175767,0.045352536704522,0.0184532814874876
"情報通信業-1999","情報通信業",22,"1999",7241.638217,3778.9,696.1994381,260258.79,14519.7785634829,2675.02756813708,0.0456853253621841,0.0506681338130104,0.0382598410574495,0.0482080174029509,0.03579972464739
"情報通信業-2000","情報通信業",22,"2000",7442.831629,3990.2,715.2537995,274137.6,14555.46411729,2609.10506074322,0.0274039178646479,0.0544083929685879,0.0270012757633857,0.0024547049954311,-0.024952412209772
"情報通信業-2001","情報通信業",22,"2001",7913.797299,4240.6,752.3700079,279164.34,15190.3355564683,2695.07920639148,0.0613563579381662,0.0608634137074908,0.050590790679073,0.0426929431534706,0.0324203201250546
"情報通信業-2002","情報通信業",22,"2002",8236.368474,4567.9,800.226798,279915.84,16318.8335465403,2858.8121272451,0.0399517979305362,0.0743488120292106,0.0616669502662948,0.0716604661372013,0.0589786043742855
"情報通信業-2003","情報通信業",22,"2003",8309.92486,4826.5,833.891301,285932.79,16879.8408884829,2916.38920111261,0.00889103910716216,0.0550679866110073,0.0412078743419855,0.0338001899680158,0.0199400776989922
"情報通信業-2004","情報通信業",22,"2004",7960.736922,5092.9,864.1020846,296037.92,17203.5393303669,2918.88986586583,-0.042928992996643,0.0537258456103178,0.0355878559646161,0.0189950745863161,0.000857084940616204
"情報通信業-2005","情報通信業",22,"2005",7368.105577,5352.6,894.0454587,329060.16,16266.3264978659,2716.96658355724,-0.0773609457356077,0.0497350112488064,0.0340657072417772,-0.0560180257160674,-0.0716873297230967
"情報通信業-2006","情報通信業",22,"2006",7493.320883,5469.1,913.9762268,330930.71,16526.4202890085,2761.83563260116,0.016851446858352,0.021531644910219,0.0220479385117542,0.0158632179861904,0.0163795115877248
"情報通信業-2007","情報通信業",22,"2007",7306.663311,5516,924.6681843,345235.56,15977.496640265,2678.36889195308,-0.0252253606839972,0.00853889085517956,0.0116303924312184,-0.0337790576789487,-0.0306875561029107
"情報通信業-2008","情報通信業",22,"2008",7715.512293,5573.4,935.3867857,331002,16837.9647252887,2825.92487568051,0.0544461716634448,0.0103523207083374,0.0115251648129604,0.0524548697035137,0.0536277138081376
"情報通信業-2009","情報通信業",22,"2009",7768.766831,5405.1,929.2156999,320476.86,16865.8042892707,2899.47829587447,0.00687855696084405,-0.0306623283317649,-0.00661922139367643,0.00165201525690151,0.0256951221949899
"情報通信業-2010","情報通信業",22,"2010",7676.094485,5394.2,917.9293876,322918.12,16704.5441736128,2842.60724545281,-0.0120005555598546,-0.00201865004239465,-0.0122204290644383,-0.00960736861065925,-0.0198091476327047
"情報通信業-2011","情報通信業",22,"2011",7845.143032,5297.2,915.2472842,313212.9,16912.4579479325,2922.12512383749,0.0217837310535458,-0.0181459231945613,-0.00292618311705883,0.012369718431998,0.0275894585095022
"情報通信業-2012","情報通信業",22,"2012",7824.81366,5403.8,943.2124879,315401.76,17133.0686296741,2990.51117501691,-0.00259469554448799,0.0199240307199062,0.030097304344177,0.0129599269988585,0.0231332006231293
"情報通信業-2013","情報通信業",22,"2013",8082.106188,5583.6,984.4937653,315688.75,17687.0414292559,3118.55828026814,0.0323525826728481,0.0327313198658885,0.0428359761363888,0.0318218147624663,0.0419264710329657
"情報通信業-2014","情報通信業",22,"2014",7636.702469,5640,1002.14539,335568.92,16807.277622731,2986.40705462234,-0.056686609395932,0.0100503358535011,0.0177708057194437,-0.0510202643682671,-0.0432997945023246
"情報通信業-2015","情報通信業",22,"2015",7723.299846,5804,1068.849625,344618.24,16841.8247391664,3101.5468740134,0.0112758179003727,0.0286632695119735,0.0644398613616106,0.00205337593867938,0.0378299677883156
"情報通信業-2016","情報通信業",22,"2016",7940.201015,5878.2,1097.623971,338213.1,17380.1665281445,3245.36208384595,0.0276968777877791,0.0127032575745734,0.0265648639202105,0.0314643410110662,0.0453259473567034
"情報通信業-2017","情報通信業",22,"2017",7845.347962,5872.3,1106.5941,344313.6,17055.091637391,3213.91342078849,-0.0120178518670748,-0.00100421267108963,0.0081391026022386,-0.018880912480153,-0.00973759720682388
"情報通信業-2018","情報通信業",22,"2018",7902.983333,5755.8,1111.26766,349842.57,16452.5432110792,3176.47923750389,0.00731958545250855,-0.0200383378556044,0.00421447991202406,-0.0359687211486772,-0.011715903381047
"情報通信業-2019","情報通信業",22,"2019",7786.645545,5727.1,1127.327953,359155.94,15945.9982758464,3138.82586210324,-0.0148301685292154,-0.00499874766160069,0.0143487894439396,-0.0312721618030825,-0.011924624697544
"食料品-1994","食料品",3,"1994",4384.56203,168.9,536.4370923,317641.76,531.731092284591,1688.81161060183,NA,NA,NA,NA,NA
"食料品-1995","食料品",3,"1995",4727.064683,171,541.4880679,311997,548.082193098011,1735.55536719904,0.0752146937467462,0.0123567326889056,0.00937173146170434,0.0302873671857977,0.0273023659585974
"食料品-1996","食料品",3,"1996",4766.22777,181.1,555.5667574,315366.8,574.251950427249,1761.65264511039,0.00825073268546994,0.0573858083867078,0.0256677462708677,0.0466429749348585,0.0149249128190174
"食料品-1997","食料品",3,"1997",4719.384731,197.9,574.0257258,314661.78,628.929258583613,1824.26262827344,-0.00987673063570149,0.0887124877191523,0.0326854365854068,0.0909505458538531,0.0349234947201076
"食料品-1998","食料品",3,"1998",5030.962965,217.6,597.9437812,298718.16,728.445836704404,2001.69879594866,0.0639329726235172,0.0948966623732668,0.0408225243779006,0.146894489908967,0.0928203519136011
"食料品-1999","食料品",3,"1999",4976.603401,240.9,619.9341887,296820.92,811.600476138946,2088.57983696028,-0.0108637997784697,0.101723394639039,0.0361165869870055,0.108094920814661,0.0424881131626282
"食料品-2000","食料品",3,"2000",4860.927099,267.2,636.8193816,298101.57,896.338788151971,2136.24967355925,-0.0235184295131212,0.103615532041665,0.0268727448496042,0.0993102586669421,0.0225674714748809
"食料品-2001","食料品",3,"2001",4888.12304,295.2,668.8572053,299798.1,984.662677982282,2231.0254978267,0.00557921257099103,0.0996556510638271,0.04908452235642,0.0939806703329715,0.0434095416255653
"食料品-2002","食料品",3,"2002",4823.485987,316.3,705.9446556,299447.33,1056.27924616994,2357.49190216523,-0.0133114929295264,0.0690380375852859,0.0539662505659733,0.0702087433512428,0.0551369563319302
"食料品-2003","食料品",3,"2003",4804.892215,332.7,737.4883286,302599.92,1099.47153984707,2437.17291333058,-0.0038622901435641,0.0505500527128273,0.0437134195425779,0.040077058058106,0.0332404248878566
"食料品-2004","食料品",3,"2004",4735.388537,346.4,761.5013147,306595.75,1129.82648976706,2483.73082373125,-0.0145708306686299,0.0403529936638494,0.0320416363330294,0.0272344260100841,0.0189230686792641
"食料品-2005","食料品",3,"2005",4933.124203,365.7,790.9440695,286698.64,1275.55540549477,2758.79951680273,0.0409087202594431,0.0542191484670553,0.0379353578763117,0.121317623856015,0.105033833265272
"食料品-2006","食料品",3,"2006",4820.653528,385.5,819.1452182,292062.06,1319.92495019723,2804.69574925274,-0.0230629943261871,0.0527278678480485,0.0350341230637667,0.0341931831590072,0.0164994383747255
"食料品-2007","食料品",3,"2007",4764.151395,401.1,844.682213,300513.12,1334.71709987238,2810.79978471489,-0.0117900756380855,0.0396695797726236,0.0306990975969441,0.0111444801173857,0.00217399794170703
"食料品-2008","食料品",3,"2008",4571.381841,412,868.7509063,295676.46,1393.41495092305,2938.18082880186,-0.0413038985444505,0.0268125765735192,0.0280959627697976,0.0430381741823584,0.0443215603786369
"食料品-2009","食料品",3,"2009",4226.703229,404,868.922094,292965.92,1378.99998743881,2965.94939780026,-0.0783932207130391,-0.0196084713883762,0.000197030972484136,-0.0103989436682204,0.00940655869263907
"食料品-2010","食料品",3,"2010",4320.948976,397.6,874.8751057,297642.95,1335.82871692409,2939.34429053334,0.0220527378045094,-0.0159684031787313,0.0068276687529929,-0.0318067287020227,-0.00901065677029855
"食料品-2011","食料品",3,"2011",4264.686893,396.5,882.796192,285770.1,1387.47895598595,3089.18320006187,-0.013106283383749,-0.00277043370751695,0.00901322099851942,0.0379365386662291,0.0497201933722655
"食料品-2012","食料品",3,"2012",4120.800151,400.1,901.4859292,301269.16,1328.04831400599,2992.2940974111,-0.0343214092060293,0.00903847478828723,0.0209500734875459,-0.0437779682453865,-0.0318663695461279
"食料品-2013","食料品",3,"2013",4044.101659,405.6,923.4224872,308820.13,1313.38588582292,2990.16287312618,-0.0187879168408678,0.0136529364137843,0.0240424280732672,-0.0111019829939218,-0.00071249133443807
"食料品-2014","食料品",3,"2014",3948.712728,410.6,935.6752378,319828.28,1283.81392664839,2925.55504410054,-0.0238698049185011,0.0122520523078595,0.0131815857215303,-0.022773170601365,-0.0218436371876951
"食料品-2015","食料品",3,"2015",4011.852262,389.2,934.5496995,328922.88,1183.25608726277,2841.24260221727,0.0158634112405114,-0.0535261542729835,-0.0012036396408126,-0.081565243506792,-0.0292427288746211
"食料品-2016","食料品",3,"2016",4121.845329,373,926.6519181,325917.13,1144.46270436905,2843.21329811661,0.0270479130808354,-0.0425149306680339,-0.00848680629651355,-0.0333347612729789,0.000693363098541511
"食料品-2017","食料品",3,"2017",4076.317164,360.2,917.6218939,335354.18,1074.0882967375,2736.27689358159,-0.0111070335800143,-0.0349189869019604,-0.00979257667920841,-0.06346306736146,-0.038336657138708
"食料品-2018","食料品",3,"2018",4025.53881,350.1,907.6196053,338891.28,1033.07467810916,2678.20288943404,-0.012535157144768,-0.0284406047812356,-0.0109600715628417,-0.0389327257019874,-0.0214521924835935
"食料品-2019","食料品",3,"2019",4090.482485,347.6,910.9922381,330046.64,1053.1844832597,2760.19243249984,0.0160041623400122,-0.00716643456938293,0.00370902309763377,0.0192789356014238,0.0301543932684405
"石油・石炭製品-1994","石油・石炭製品",7,"1994",102120.1289,58,86.14360118,9108.88,6367.41289818287,9457.10133188713,NA,NA,NA,NA,NA
"石油・石炭製品-1995","石油・石炭製品",7,"1995",104717.0056,60.4,88.21632559,8469.78,7131.23599432335,10415.4211313635,0.0251116722330007,0.0405460943943501,0.023776358394958,0.11329132198542,0.0965215859860269
"石油・石炭製品-1996","石油・石炭製品",7,"1996",131726.0008,67.8,92.98909198,7759.44,8737.7439609044,11983.9952341922,0.229462486867112,0.11557309000558,0.0526901524599213,0.20316745766358,0.140284520117921
"石油・石炭製品-1997","石油・石炭製品",7,"1997",135947.8445,79,98.66399753,7716.93,10237.2316452268,12785.3949083379,0.031547302145901,0.152885657520672,0.0592379174926778,0.158379207611471,0.0647314675834778
"石油・石炭製品-1998","石油・石炭製品",7,"1998",119276.0135,91.6,105.3059667,7526.66,12170.0727812868,13991.0619982834,-0.130831067322527,0.147983419213063,0.0651499681230341,0.172948651451501,0.0901152003614705
"石油・石炭製品-1999","石油・石炭製品",7,"1999",117328.3445,106.8,111.422867,6895.35,15488.6989057843,16159.1314436541,-0.0164638809763318,0.15352665484601,0.0564624943758831,0.241130767781163,0.144066607311037
"石油・石炭製品-2000","石油・石炭製品",7,"2000",118941.1706,124.2,117.6266777,6830.94,18181.9778829854,17219.6912430793,0.0136526386069846,0.150935242973284,0.0541832852000184,0.160320222127458,0.0635682643541937
"石油・石炭製品-2001","石油・石炭製品",7,"2001",113863.9647,142.4,126.6199192,6623.43,21499.434582988,19116.9709953906,-0.043624562417822,0.136746829478497,0.0736739760577771,0.167595759046845,0.104522905626125
"石油・石炭製品-2002","石油・石炭製品",7,"2002",108812.226,155.9,134.8029627,6213.64,25089.9633709066,21694.6850316401,-0.0453807443171179,0.0905747770858554,0.0626243397373907,0.154441264147067,0.126490826798603
"石油・石炭製品-2003","石油・石炭製品",7,"2003",99045.32416,165.6,142.0468467,5992.61,27634.0359209093,23703.6694695633,-0.0940461342671259,0.0603604658874284,0.0523427328088291,0.0965802980453514,0.0885625649667521
"石油・石炭製品-2004","石油・石炭製品",7,"2004",101688.6563,174,147.8108348,5388.9,32288.5932193954,27428.7581510141,0.0263381908620222,0.04948005726337,0.0397764034669565,0.155665818239218,0.145962164442803
"石油・石炭製品-2005","石油・石炭製品",7,"2005",91249.82426,185.9,152.8202408,5832.34,31873.9991152779,26202.2174290251,-0.108314689484146,0.0661535955128691,0.0333290209290489,-0.0129234140731835,-0.045747988657002
"石油・石炭製品-2006","石油・石炭製品",7,"2006",87770.56845,197,158.5049419,6292.77,31305.7683659183,25188.4212993642,-0.0388748333733506,0.0579948340105902,0.0365234380829209,-0.0179882292734739,-0.039459625201145
"石油・石炭製品-2007","石油・石炭製品",7,"2007",87203.17541,204.9,163.7823596,5892.79,34771.305273054,27793.6867935223,-0.00648548766537793,0.0393183265068657,0.032752698858693,0.104990112116674,0.0984244844685005
"石油・石炭製品-2008","石油・石炭製品",7,"2008",83761.91422,209.1,169.5707053,6043.2,34600.8737092931,28059.7539879534,-0.0402623255736501,0.020290551189734,0.034731509384831,-0.00491355206525057,0.00952740612984826
"石油・石炭製品-2009","石油・石炭製品",7,"2009",89999.38682,202.9,171.8033326,5871.04,34559.4647626315,29262.8448452063,0.071824437265386,-0.0300993596028194,0.0130804272447733,-0.00119747683498161,0.0419823100126102
"石油・石炭製品-2010","石油・石炭製品",7,"2010",93436.64079,195.5,173.0002355,5935.68,32936.4116663971,29145.8157279368,0.0374807107882535,-0.0371528674063484,0.00694254826914609,-0.0481026732543075,-0.00400725757881304
"石油・石炭製品-2011","石油・石炭製品",7,"2011",86418.77495,191.7,172.4490068,5932.16,32315.3792210594,29070.1880596612,-0.0780786131189544,-0.0196287293738218,-0.0031913757528006,-0.0190355295829203,-0.00259817596190004
"石油・石炭製品-2012","石油・石炭製品",7,"2012",93130.70883,190.6,173.1502615,5990.72,31815.8752203408,28903.0803476043,0.0747990228280191,-0.00575465883149739,0.0040582010827892,-0.0155778678039873,-0.0057650078896998
"石油・石炭製品-2013","石油・石炭製品",7,"2013",118422.3444,191,174.7290278,6111.6,31252.0452909222,28589.7355520649,0.240253446545934,0.0020964368265286,0.00907658022390212,-0.0178805626321275,-0.0109004192347548
"石油・石炭製品-2014","石油・石炭製品",7,"2014",100207.9875,192.3,175.6921414,6336.92,30345.972491368,27725.1632338739,-0.167009523196688,0.00678322454810409,0.00549690549412407,-0.0294210167470084,-0.0307073358009884
"石油・石炭製品-2015","石油・石炭製品",7,"2015",80349.50507,150.2,173.6525417,6546.4,22943.908102163,26526.4178327019,-0.220861968554374,-0.2470889132647,-0.0116768508202476,-0.279611347504201,-0.0441992850597472
"石油・石炭製品-2016","石油・石炭製品",7,"2016",86085.62024,121.6,171.0302101,6188.49,19649.381351509,27636.8241848981,0.0689564526861748,-0.211230769797967,-0.0152162078459952,-0.155006604663107,0.0410079572888655
"石油・石炭製品-2017","石油・石炭製品",7,"2017",80173.74768,102.1,168.6525361,6773.04,15074.4717290906,24900.5669684514,-0.0711462595486996,-0.174784244361447,-0.013999609103764,-0.265043155283051,-0.104258520025368
"石油・石炭製品-2018","石油・石炭製品",7,"2018",80777.29657,88.9,167.7509847,6733.08,13203.467061137,24914.4499545527,0.00749981737375371,-0.138440582650761,-0.00535995316726456,-0.132523247901863,0.000557381581630878
"石油・石炭製品-2019","石油・石炭製品",7,"2019",82574.52967,80.8,169.183623,6829.83,11830.4555164623,24771.2787873197,0.022005332469563,-0.0955351769928088,0.00850400582817912,-0.109802268806524,-0.0057630859855351
"専門・科学技術、業務支援サービス業-1994","専門・科学技術、業務支援サービス業",25,"1994",2311.989444,1188,1040.693949,876163.17,1355.91182176717,1187.78554569921,NA,NA,NA,NA,NA
"専門・科学技術、業務支援サービス業-1995","専門・科学技術、業務支援サービス業",25,"1995",2289.965204,1208.9,1075.041499,898454.7,1345.53250152734,1196.54502224764,-0.00957176236488166,0.0174396342853553,0.0324715152664004,-0.00768431259087698,0.00734756839016804
"専門・科学技術、業務支援サービス業-1996","専門・科学技術、業務支援サービス業",25,"1996",2392.149264,1231.7,1127.270716,918542.18,1340.92916669325,1227.23892331216,0.043655612788414,0.0186844737394924,0.0474401510620286,-0.00342706497098266,0.0253286123515535
"専門・科学技術、業務支援サービス業-1997","専門・科学技術、業務支援サービス業",25,"1997",2494.817503,1257.9,1193.983439,904535.1,1390.65913528397,1319.99680167193,0.042023345958774,0.0210483348973884,0.0574957290724836,0.0364150511456414,0.0728624453207365
"専門・科学技術、業務支援サービス業-1998","専門・科学技術、業務支援サービス業",25,"1998",2579.258637,1286.7,1280.066517,896881.75,1434.63728635352,1427.24112403893,0.033286426202535,0.0226371373461181,0.0696168982976051,0.0311342223466156,0.0781139832981035
"専門・科学技術、業務支援サービス業-1999","専門・科学技術、業務支援サービス業",25,"1999",2604.801446,1313,1350.676164,885272.85,1483.15855388539,1525.7173695093,0.00985444431431848,0.0202337941118511,0.0536932862953758,0.0332619165874917,0.0667214087710155
"専門・科学技術、業務支援サービス業-2000","専門・科学技術、業務支援サービス業",25,"2000",2770.46424,1317,1425.755849,925862.88,1422.45685451824,1539.92116953647,0.0616584498696096,0.00304182744048465,0.0540967641653962,-0.0417884159108928,0.00926652081401791
"専門・科学技術、業務支援サービス業-2001","専門・科学技術、業務支援サービス業",25,"2001",2850.809937,1358.6,1522.985453,941023.8,1443.74669376056,1618.43457413086,0.0285882405031987,0.0310983350139207,0.0659704288760601,0.0148560494338952,0.0497281432960355
"専門・科学技術、業務支援サービス業-2002","専門・科学技術、業務支援サービス業",25,"2002",2935.317307,1445.4,1636.395999,945015.38,1529.49891672663,1731.60779563186,0.0292124165226797,0.0619313420916798,0.0718237397444943,0.0576985711059317,0.067590968758747
"専門・科学技術、業務支援サービス業-2003","専門・科学技術、業務支援サービス業",25,"2003",3048.381347,1490.8,1731.596175,958918.74,1554.66770833992,1805.7798880852,0.0377951849930493,0.0309267887562221,0.0565473655746445,0.0163216540545195,0.0419422308729409
"専門・科学技術、業務支援サービス業-2004","専門・科学技術、業務支援サービス業",25,"2004",3139.191955,1541.5,1820.55675,981940.59,1569.85057517584,1854.03961150033,0.0293546837873215,0.0334430797211018,0.0500987332586886,0.00971860937372604,0.0263742629113128
"専門・科学技術、業務支援サービス業-2005","専門・科学技術、業務支援サービス業",25,"2005",3212.021376,1597.5,1901.115865,1037704.8,1539.45515140722,1832.03919361267,0.022935023475176,0.0356839389254846,0.0432986502469817,-0.0195518837467308,-0.0119371724252346
"専門・科学技術、業務支援サービス業-2006","専門・科学技術、業務支援サービス業",25,"2006",3249.348519,1618.1,1946.565184,1096148.96,1476.1679835923,1775.82176787359,0.0115540694494527,0.012812714154073,0.0236253641570725,-0.0419790263125188,-0.0311663763095185
"専門・科学技術、業務支援サービス業-2007","専門・科学技術、業務支援サービス業",25,"2007",3397.247807,1613.3,1971.398063,1125216.71,1433.7682560722,1752.01634092334,0.0445111147407378,-0.00297085073366432,0.0126765923919647,-0.0291434072508405,-0.0134959641252106
"専門・科学技術、業務支援サービス業-2008","専門・科学技術、業務支援サービス業",25,"2008",3506.307015,1609.9,1999.643406,1149038,1401.0850816074,1740.27613185987,0.0315977158230805,-0.00210970542384992,0.0142258999648979,-0.0230591277638164,-0.00672352237506946
"専門・科学技術、業務支援サービス業-2009","専門・科学技術、業務支援サービス業",25,"2009",3394.312562,1582.8,1965.767661,1126655.23,1404.86633164611,1744.78190723883,-0.0324620960312441,-0.0169766347369791,-0.0170860314569001,0.00269516593176888,0.00258576921184783
"専門・科学技術、業務支援サービス業-2010","専門・科学技術、業務支援サービス業",25,"2010",3271.809006,1547.9,1964.210901,1166327.25,1327.15753661762,1684.09929631671,-0.036758210300599,-0.0222962569314378,-0.000792248637933923,-0.0569026959716172,-0.0353986876781134
"専門・科学技術、業務支援サービス業-2011","専門・科学技術、業務支援サービス業",25,"2011",3412.111138,1555,1934.368186,1164150.24,1335.73824629371,1661.61387038841,0.0419881569962115,0.00457637203350281,-0.015309833268506,0.00644466781630637,-0.0134415374857024
"専門・科学技術、業務支援サービス業-2012","専門・科学技術、業務支援サービス業",25,"2012",3437.150095,1649.2,1962.826431,1161537.87,1419.84178268764,1689.85143032831,0.00731146548262807,0.0588147762194104,0.014604736810127,0.0610613122768209,0.0168512728675365
"専門・科学技術、業務支援サービス業-2013","専門・科学技術、業務支援サービス業",25,"2013",3397.633347,1782.6,2012.556008,1209394.77,1473.96040087059,1664.1017953137,-0.0115635524281466,0.0777826508638721,0.025020068875512,0.0374074835623448,-0.0153550984260136
"専門・科学技術、業務支援サービス業-2014","専門・科学技術、業務支援サービス業",25,"2014",3412.163907,1839.5,2029.384662,1203769.84,1528.11603919234,1685.85770681877,0.00426755203145213,0.0314208228482125,0.00832706494995428,0.0360827014154319,0.0129889435171728
"専門・科学技術、業務支援サービス業-2015","専門・科学技術、業務支援サービス業",25,"2015",3504.637751,2093.2,2066.014769,1204566.72,1737.7202650925,1715.15179250511,0.0267404962073563,0.129200199953223,0.0178888943328186,0.128538431957573,0.0172271263371684
"専門・科学技術、業務支援サービス業-2016","専門・科学技術、業務支援サービス業",25,"2016",3541.915164,2217.3,2077.799068,1236181.5,1793.66864817181,1680.82038762107,0.01058042455705,0.0575962439608988,0.00568767383462454,0.0316889848634743,-0.0202195852628
"専門・科学技術、業務支援サービス業-2017","専門・科学技術、業務支援サービス業",25,"2017",3400.885792,2267.9,2070.224038,1276855.58,1776.16015117387,1621.34549155512,-0.0406316628842784,0.0225640537058656,-0.00365236076423248,-0.00980923084679119,-0.0360256453168892
"専門・科学技術、業務支援サービス業-2018","専門・科学技術、業務支援サービス業",25,"2018",3335.318938,2289.5,2038.78305,1309425,1748.47738511179,1557.00635775245,-0.0194676163714629,0.00947915993233384,-0.0153037466033679,-0.0157084721567493,-0.0404913786924501
"専門・科学技術、業務支援サービス業-2019","専門・科学技術、業務支援サービス業",25,"2019",3335.198413,2326.9,2038.616654,1306896.76,1780.47728881048,1559.89112253978,-3.61366273917696e-05,0.0162034564957514,-8.16186845398192e-05,0.018136124583914,0.00185104940362191
"繊維製品-1994","繊維製品",4,"1994",1586.369737,90.2,482.5781901,309675.6,291.272544559533,1558.33456074679,NA,NA,NA,NA,NA
"繊維製品-1995","繊維製品",4,"1995",1560.994563,92.3,494.5853756,302569.92,305.053456734893,1634.61515143343,-0.0161250630124972,0.0230147144402286,0.0245768268435462,0.046227621135837,0.0477897335391546
"繊維製品-1996","繊維製品",4,"1996",1608.252524,95.7,519.4702347,277419.12,344.965408296299,1872.51057064848,0.0298250422119555,0.0361741569501017,0.0490897263296004,0.12295711696355,0.135872686343049
"繊維製品-1997","繊維製品",4,"1997",1603.808719,99.9,548.4249237,260455,383.559540035707,2105.64175654144,-0.00276695087606882,0.0429513871955995,0.0542408818421611,0.106050716890421,0.117340211536983
